,Country,City,AQI Value,AQI Category,CO AQI Value,CO AQI Category,Ozone AQI Value,Ozone AQI Category,NO2 AQI Value,NO2 AQI Category,PM2.5 AQI Value,PM2.5 AQI Category
0,130,9931,51,1,1,0,36,0,0,0,51,1
1,22,9945,41,0,1,0,5,0,1,0,41,0
2,22,9945,41,0,1,0,5,0,1,0,41,0
3,75,9967,66,1,1,0,39,0,2,0,66,1
4,123,9987,34,0,1,0,34,0,0,0,20,0
5,166,10039,54,1,1,0,14,0,11,0,54,1
6,166,10039,54,1,1,0,14,0,11,0,54,1
7,15,10059,64,1,1,0,29,0,7,0,64,1
8,130,10064,54,1,1,0,41,0,1,0,54,1
9,33,10081,68,1,2,0,68,1,1,0,58,1
10,109,10135,41,0,1,0,24,0,6,0,41,0
11,54,10164,59,1,1,0,30,0,4,0,59,1
12,75,10170,55,1,1,0,47,0,0,0,55,1
13,166,9612,72,1,1,0,4,0,23,0,72,1
14,123,9626,28,0,1,0,28,0,2,0,28,0
15,22,9672,154,3,5,0,0,0,13,0,154,3
16,34,9732,67,1,1,0,16,0,2,0,67,1
17,129,9764,62,1,1,0,37,0,1,0,62,1
18,130,9778,31,0,1,0,31,0,0,0,17,0
19,54,9811,56,1,1,0,35,0,0,0,56,1
20,166,9818,77,1,2,0,22,0,15,0,77,1
21,166,9818,77,1,2,0,22,0,15,0,77,1
22,70,9819,44,0,1,0,15,0,0,0,44,0
23,22,9837,30,0,1,0,9,0,2,0,30,0
24,53,9838,30,0,1,0,30,0,1,0,15,0
25,144,9853,79,1,3,0,18,0,5,0,79,1
26,166,9863,34,0,1,0,19,0,7,0,34,0
27,164,9868,51,1,1,0,20,0,5,0,51,1
28,166,9874,77,1,1,0,34,0,0,0,77,1
29,166,9902,61,1,1,0,32,0,3,0,61,1
30,22,9913,32,0,1,0,7,0,2,0,32,0
31,130,3052,29,0,0,0,29,0,0,0,25,0
32,69,3081,247,4,3,0,162,3,1,0,247,4
33,166,3113,45,0,1,0,32,0,7,0,45,0
34,166,3113,45,0,1,0,32,0,7,0,45,0
35,166,3113,45,0,1,0,32,0,7,0,45,0
36,15,3141,36,0,1,0,25,0,3,0,36,0
37,65,3154,124,2,2,0,15,0,5,0,124,2
38,166,3160,72,1,1,0,26,0,2,0,72,1
39,164,3173,55,1,0,0,32,0,1,0,55,1
40,164,3173,55,1,0,0,32,0,1,0,55,1
41,166,3196,31,0,0,0,31,0,0,0,25,0
42,69,3215,60,1,1,0,31,0,1,0,60,1
43,122,3266,30,0,1,0,17,0,0,0,30,0
44,85,3284,44,0,1,0,34,0,0,0,44,0
45,166,4445,47,0,1,0,37,0,4,0,47,0
46,109,4457,37,0,0,0,32,0,2,0,37,0
47,166,4471,44,0,1,0,14,0,8,0,44,0
48,166,4471,44,0,1,0,14,0,8,0,44,0
49,166,4474,58,1,2,0,14,0,24,0,58,1
50,34,4545,89,1,3,0,3,0,6,0,89,1
51,75,4563,52,1,2,0,38,0,7,0,52,1
52,164,4593,51,1,1,0,25,0,6,0,51,1
53,130,4603,38,0,1,0,38,0,0,0,13,0
54,166,4811,88,1,2,0,11,0,20,0,88,1
55,58,4818,54,1,1,0,31,0,3,0,54,1
56,58,4835,44,0,1,0,28,0,3,0,44,0
57,164,4850,51,1,1,0,26,0,6,0,51,1
58,166,4920,67,1,2,0,15,0,23,0,67,1
59,58,4667,49,0,1,0,25,0,3,0,49,0
60,33,4715,203,4,5,0,203,4,5,0,151,3
61,58,4747,35,0,0,0,32,0,0,0,35,0
62,166,4748,90,1,1,0,25,0,2,0,90,1
63,166,4748,90,1,1,0,25,0,2,0,90,1
64,166,4748,90,1,1,0,25,0,2,0,90,1
65,166,4748,90,1,1,0,25,0,2,0,90,1
66,166,4748,90,1,1,0,25,0,2,0,90,1
67,166,4748,90,1,1,0,25,0,2,0,90,1
68,58,4760,36,0,0,0,34,0,1,0,36,0
69,54,4785,48,0,1,0,28,0,4,0,48,0
70,166,12136,41,0,1,0,28,0,10,0,41,0
71,166,12136,41,0,1,0,28,0,10,0,41,0
72,110,12139,19,0,0,0,19,0,1,0,17,0
73,75,12164,47,0,1,0,47,0,1,0,36,0
74,69,12182,155,3,3,0,82,1,1,0,155,3
75,22,12212,46,0,1,0,9,0,1,0,46,0
76,100,12221,64,1,1,0,15,0,2,0,64,1
77,75,12224,44,0,1,0,44,0,1,0,38,0
78,33,12307,142,2,4,0,113,2,9,0,142,2
79,122,12373,54,1,1,0,20,0,0,0,54,1
80,77,12388,60,1,1,0,44,0,3,0,60,1
81,100,12398,166,3,4,0,8,0,19,0,166,3
82,22,5394,27,0,0,0,23,0,1,0,27,0
83,22,5400,23,0,1,0,7,0,1,0,23,0
84,22,5413,31,0,1,0,13,0,0,0,31,0
85,48,5442,90,1,2,0,22,0,9,0,90,1
86,130,5444,51,1,1,0,38,0,0,0,51,1
87,69,5450,170,3,1,0,38,0,0,0,170,3
88,22,5469,22,0,0,0,9,0,1,0,22,0
89,123,5504,47,0,1,0,27,0,2,0,47,0
90,122,5508,59,1,1,0,32,0,0,0,59,1
91,113,5234,133,2,4,0,23,0,3,0,133,2
92,53,5239,29,0,1,0,29,0,1,0,7,0
93,22,5254,73,1,2,0,2,0,8,0,73,1
94,122,5256,50,0,0,0,24,0,0,0,50,0
95,22,5372,25,0,0,0,9,0,1,0,25,0
96,113,5333,90,1,3,0,18,0,2,0,90,1
97,100,5347,81,1,2,0,26,0,3,0,81,1
98,22,5373,29,0,0,0,20,0,1,0,29,0
99,22,5386,44,0,1,0,16,0,1,0,44,0
100,145,12433,65,1,1,0,12,0,0,0,65,1
101,166,12515,53,1,1,0,28,0,10,0,53,1
102,166,12515,53,1,1,0,28,0,10,0,53,1
103,166,12515,53,1,1,0,28,0,10,0,53,1
104,166,12546,56,1,0,0,23,0,0,0,56,1
105,73,12594,57,1,1,0,26,0,3,0,57,1
106,159,12605,62,1,0,0,35,0,0,0,62,1
107,166,12651,49,0,1,0,27,0,4,0,49,0
108,130,12657,34,0,1,0,34,0,0,0,32,0
109,69,12709,163,3,2,0,92,1,0,0,163,3
110,166,13485,126,2,4,0,3,0,36,0,126,2
111,166,13485,126,2,4,0,3,0,36,0,126,2
112,166,13487,63,1,2,0,9,0,22,0,63,1
113,166,13544,53,1,2,0,27,0,10,0,53,1
114,166,13561,86,1,2,0,38,0,10,0,86,1
115,33,13630,112,2,2,0,44,0,4,0,112,2
116,33,13658,155,3,3,0,155,3,2,0,151,3
117,43,13660,121,2,4,0,24,0,0,0,121,2
118,33,13665,69,1,2,0,48,0,0,0,69,1
119,166,13666,47,0,1,0,34,0,3,0,47,0
120,58,13328,69,1,1,0,34,0,4,0,69,1
121,15,13416,64,1,1,0,32,0,6,0,64,1
122,29,13437,20,0,1,0,20,0,1,0,10,0
123,73,13452,38,0,1,0,30,0,3,0,38,0
124,152,13464,59,1,1,0,27,0,3,0,59,1
125,58,13467,67,1,1,0,30,0,5,0,67,1
126,166,13476,75,1,2,0,13,0,16,0,75,1
127,166,4007,60,1,2,0,18,0,21,0,60,1
128,44,4042,36,0,1,0,36,0,0,0,25,0
129,166,4066,41,0,1,0,30,0,8,0,41,0
130,58,4095,44,0,1,0,28,0,2,0,44,0
131,77,4101,29,0,1,0,26,0,1,0,29,0
132,33,4109,168,3,3,0,168,3,5,0,99,1
133,33,4109,168,3,3,0,168,3,5,0,99,1
134,164,4132,25,0,1,0,25,0,3,0,23,0
135,58,4155,41,0,1,0,26,0,4,0,41,0
136,58,4172,36,0,0,0,33,0,1,0,36,0
137,28,4192,59,1,2,0,12,0,0,0,59,1
138,109,4223,35,0,0,0,33,0,2,0,35,0
139,8,4258,29,0,0,0,29,0,0,0,13,0
140,58,4264,51,1,1,0,29,0,3,0,51,1
141,34,4297,103,2,4,0,9,0,6,0,103,2
142,164,4364,35,0,1,0,30,0,4,0,35,0
143,124,4379,27,0,0,0,27,0,2,0,21,0
144,124,4379,27,0,0,0,27,0,2,0,21,0
145,69,4420,307,5,1,0,45,0,0,0,307,5
146,166,4999,61,1,2,0,26,0,16,0,61,1
147,166,5021,42,0,1,0,42,0,2,0,37,0
148,166,5021,42,0,1,0,42,0,2,0,37,0
149,58,5029,42,0,0,0,32,0,1,0,42,0
150,52,5151,102,2,1,0,23,0,0,0,102,2
151,75,5199,64,1,1,0,53,1,1,0,64,1
152,77,5210,45,0,1,0,45,0,0,0,38,0
153,77,11918,69,1,1,0,69,1,1,0,60,1
154,67,11958,50,0,1,0,41,0,1,0,50,0
155,71,11981,125,2,2,0,125,2,1,0,82,1
156,122,11984,41,0,1,0,25,0,1,0,41,0
157,77,12004,52,1,1,0,34,0,3,0,52,1
158,77,12007,47,0,1,0,47,0,1,0,44,0
159,77,12009,36,0,1,0,36,0,3,0,34,0
160,122,12029,37,0,1,0,19,0,0,0,37,0
161,130,12037,46,0,1,0,27,0,1,0,46,0
162,166,12061,64,1,1,0,18,0,12,0,64,1
163,74,12066,92,1,2,0,52,1,8,0,92,1
164,122,12080,35,0,1,0,20,0,0,0,35,0
165,70,12112,88,1,2,0,53,1,1,0,88,1
166,159,12130,45,0,0,0,45,0,0,0,43,0
167,164,13709,58,1,1,0,24,0,7,0,58,1
168,33,13757,143,2,2,0,35,0,5,0,143,2
169,33,13772,187,3,2,0,36,0,8,0,187,3
170,15,13831,58,1,1,0,29,0,6,0,58,1
171,15,13851,65,1,1,0,27,0,8,0,65,1
172,33,13871,73,1,2,0,66,1,0,0,73,1
173,33,13882,98,1,3,0,33,0,9,0,98,1
174,33,13882,98,1,3,0,33,0,9,0,98,1
175,33,13890,156,3,4,0,45,0,10,0,156,3
176,100,13906,163,3,4,0,8,0,18,0,163,3
177,130,13913,35,0,1,0,35,0,0,0,21,0
178,75,21,69,1,1,0,37,0,4,0,69,1
179,42,31,105,2,4,0,15,0,4,0,105,2
180,166,75,64,1,2,0,37,0,8,0,64,1
181,166,86,54,1,1,0,32,0,5,0,54,1
182,166,176,80,1,1,0,18,0,10,0,80,1
183,130,178,50,0,1,0,36,0,1,0,50,0
184,15,265,35,0,1,0,25,0,3,0,35,0
185,29,281,55,1,1,0,27,0,0,0,55,1
186,29,281,55,1,1,0,27,0,0,0,55,1
187,119,295,28,0,0,0,28,0,0,0,13,0
188,92,362,26,0,0,0,26,0,0,0,20,0
189,33,461,107,2,2,0,107,2,5,0,86,1
190,92,471,22,0,0,0,22,0,0,0,20,0
191,166,477,76,1,3,0,7,0,25,0,76,1
192,166,477,76,1,3,0,7,0,25,0,76,1
193,59,493,104,2,2,0,14,0,1,0,104,2
194,130,585,28,0,1,0,28,0,1,0,15,0
195,130,616,28,0,1,0,28,0,1,0,19,0
196,6,666,39,0,1,0,29,0,1,0,39,0
197,61,697,104,2,3,0,5,0,10,0,104,2
198,75,711,57,1,1,0,40,0,3,0,57,1
199,164,779,29,0,1,0,29,0,2,0,20,0
200,164,779,29,0,1,0,29,0,2,0,20,0
201,109,794,34,0,0,0,34,0,1,0,26,0
202,58,826,32,0,0,0,30,0,1,0,32,0
203,116,887,500,5,1,0,38,0,1,0,466,5
204,155,951,52,1,0,0,28,0,0,0,52,1
205,122,980,27,0,0,0,23,0,0,0,27,0
206,58,1025,38,0,0,0,28,0,2,0,38,0
207,166,1067,56,1,1,0,23,0,6,0,56,1
208,116,1089,117,2,1,0,117,2,1,0,78,1
209,94,1110,92,1,2,0,57,1,1,0,92,1
210,75,2262,124,2,2,0,32,0,7,0,124,2
211,75,2307,68,1,2,0,68,1,6,0,57,1
212,122,2309,68,1,1,0,26,0,0,0,68,1
213,46,2330,39,0,1,0,4,0,2,0,39,0
214,75,2377,38,0,1,0,36,0,5,0,38,0
215,5,2382,17,0,0,0,17,0,1,0,17,0
216,121,2383,21,0,0,0,4,0,0,0,21,0
217,33,2432,151,3,3,0,119,2,1,0,151,3
218,130,2490,38,0,1,0,38,0,0,0,35,0
219,130,2493,49,0,1,0,40,0,0,0,49,0
220,100,2556,72,1,2,0,4,0,5,0,72,1
221,166,2648,73,1,1,0,32,0,2,0,73,1
222,22,2715,46,0,1,0,2,0,0,0,46,0
223,164,2716,35,0,1,0,12,0,9,0,35,0
224,73,2719,24,0,0,0,24,0,1,0,16,0
225,22,2744,45,0,1,0,14,0,2,0,45,0
226,45,2790,65,1,1,0,12,0,6,0,65,1
227,75,2797,112,2,1,0,34,0,4,0,112,2
228,22,2811,19,0,0,0,19,0,0,0,11,0
229,164,2821,31,0,0,0,31,0,2,0,22,0
230,166,2836,152,3,4,0,4,0,19,0,152,3
231,166,2843,31,0,1,0,21,0,1,0,31,0
232,5,2888,13,0,1,0,12,0,0,0,13,0
233,75,2951,103,2,2,0,28,0,9,0,103,2
234,10,2985,52,1,1,0,35,0,0,0,52,1
235,146,2987,30,0,0,0,30,0,2,0,13,0
236,69,2997,73,1,0,0,25,0,0,0,73,1
237,22,3012,42,0,1,0,2,0,4,0,42,0
238,58,3020,35,0,0,0,35,0,0,0,30,0
239,166,3026,46,0,1,0,25,0,5,0,46,0
240,62,3043,63,1,2,0,13,0,0,0,63,1
241,54,1148,39,0,1,0,26,0,1,0,39,0
242,166,1164,56,1,1,0,18,0,6,0,56,1
243,166,1164,56,1,1,0,18,0,6,0,56,1
244,166,1164,56,1,1,0,18,0,6,0,56,1
245,166,1164,56,1,1,0,18,0,6,0,56,1
246,166,1164,56,1,1,0,18,0,6,0,56,1
247,166,1164,56,1,1,0,18,0,6,0,56,1
248,166,1164,56,1,1,0,18,0,6,0,56,1
249,59,1177,105,2,2,0,13,0,2,0,105,2
250,33,1185,93,1,2,0,90,1,1,0,93,1
251,22,1196,45,0,0,0,22,0,0,0,45,0
252,19,1310,54,1,1,0,8,0,1,0,54,1
253,58,1315,36,0,0,0,29,0,2,0,36,0
254,166,1320,50,0,1,0,35,0,5,0,50,0
255,69,1338,153,3,1,0,34,0,0,0,153,3
256,166,1346,48,0,1,0,36,0,5,0,48,0
257,130,1354,24,0,0,0,24,0,0,0,24,0
258,116,1361,179,3,3,0,179,3,2,0,166,3
259,69,1368,151,3,1,0,26,0,1,0,151,3
260,70,1424,92,1,2,0,45,0,0,0,92,1
261,130,911,48,0,1,0,39,0,1,0,48,0
262,34,1004,104,2,1,0,16,0,2,0,104,2
263,122,1005,51,1,1,0,27,0,1,0,51,1
264,122,1005,51,1,1,0,27,0,1,0,51,1
265,155,8684,38,0,0,0,20,0,0,0,38,0
266,109,8693,41,0,1,0,27,0,5,0,41,0
267,166,8765,47,0,1,0,46,0,2,0,47,0
268,164,8778,29,0,0,0,29,0,3,0,18,0
269,164,8778,29,0,0,0,29,0,3,0,18,0
270,164,8778,29,0,0,0,29,0,3,0,18,0
271,109,8857,37,0,1,0,32,0,3,0,37,0
272,32,8861,61,1,2,0,2,0,9,0,61,1
273,100,8864,46,0,1,0,17,0,2,0,46,0
274,166,8899,79,1,2,0,13,0,27,0,79,1
275,166,8902,53,1,1,0,24,0,9,0,53,1
276,166,8902,53,1,1,0,24,0,9,0,53,1
277,77,8943,39,0,1,0,38,0,2,0,39,0
278,128,8969,42,0,1,0,41,0,0,0,42,0
279,123,9006,47,0,1,0,36,0,0,0,47,0
280,58,9012,32,0,1,0,27,0,4,0,32,0
281,22,9016,25,0,0,0,6,0,1,0,25,0
282,166,9085,73,1,2,0,26,0,7,0,73,1
283,166,9092,52,1,1,0,22,0,11,0,52,1
284,61,9147,94,1,3,0,9,0,11,0,94,1
285,113,9213,80,1,2,0,22,0,1,0,80,1
286,75,9227,48,0,1,0,45,0,0,0,48,0
287,69,9239,156,3,1,0,33,0,0,0,156,3
288,54,9255,27,0,0,0,27,0,0,0,10,0
289,122,9315,55,1,1,0,20,0,0,0,55,1
290,33,9341,76,1,3,0,32,0,2,0,76,1
291,22,9360,36,0,1,0,2,0,0,0,36,0
292,121,9367,41,0,1,0,18,0,1,0,41,0
293,166,9390,56,1,1,0,44,0,4,0,56,1
294,166,9405,58,1,1,0,43,0,5,0,58,1
295,166,9405,58,1,1,0,43,0,5,0,58,1
296,166,9405,58,1,1,0,43,0,5,0,58,1
297,166,9427,45,0,1,0,32,0,7,0,45,0
298,79,9454,50,0,1,0,41,0,0,0,50,0
299,166,9498,46,0,1,0,46,0,2,0,31,0
300,166,9498,46,0,1,0,46,0,2,0,31,0
301,166,9498,46,0,1,0,46,0,2,0,31,0
302,166,9498,46,0,1,0,46,0,2,0,31,0
303,100,9539,77,1,3,0,7,0,8,0,77,1
304,136,9580,63,1,1,0,33,0,1,0,63,1
305,155,9598,59,1,1,0,27,0,0,0,59,1
306,155,9602,35,0,0,0,17,0,0,0,35,0
307,69,9607,444,5,2,0,111,2,1,0,391,5
308,47,10524,60,1,2,0,60,1,3,0,55,1
309,75,10531,48,0,1,0,48,0,0,0,12,0
310,130,10536,32,0,1,0,32,0,0,0,26,0
311,130,10536,32,0,1,0,32,0,0,0,26,0
312,164,10562,56,1,0,0,32,0,1,0,56,1
313,58,10578,32,0,1,0,32,0,1,0,30,0
314,41,10583,29,0,0,0,29,0,2,0,29,0
315,93,10587,28,0,0,0,19,0,0,0,28,0
316,22,10607,18,0,0,0,8,0,0,0,18,0
317,77,10683,40,0,1,0,40,0,2,0,34,0
318,164,10704,58,1,0,0,32,0,1,0,58,1
319,22,10728,30,0,0,0,16,0,1,0,30,0
320,22,10728,30,0,0,0,16,0,1,0,30,0
321,159,10756,36,0,1,0,36,0,0,0,30,0
322,70,9921,49,0,1,0,30,0,0,0,49,0
323,22,9947,32,0,1,0,14,0,1,0,32,0
324,166,9954,28,0,1,0,22,0,4,0,28,0
325,29,9963,21,0,1,0,21,0,1,0,13,0
326,121,9992,30,0,1,0,1,0,0,0,30,0
327,146,10020,32,0,1,0,30,0,1,0,32,0
328,74,10084,80,1,1,0,62,1,4,0,80,1
329,32,10122,182,3,14,0,1,0,23,0,182,3
330,69,10155,356,5,1,0,60,1,0,0,284,4
331,166,10159,62,1,1,0,44,0,5,0,62,1
332,69,9621,226,4,1,0,48,0,1,0,226,4
333,69,9621,226,4,1,0,48,0,1,0,226,4
334,22,9632,16,0,0,0,12,0,0,0,16,0
335,22,9632,16,0,0,0,12,0,0,0,16,0
336,58,9696,30,0,1,0,27,0,2,0,30,0
337,166,9753,55,1,2,0,26,0,12,0,55,1
338,75,9780,46,0,1,0,46,0,0,0,14,0
339,138,9859,48,0,1,0,16,0,0,0,48,0
340,166,9912,43,0,1,0,43,0,2,0,39,0
341,166,10191,52,1,1,0,44,0,4,0,52,1
342,155,10201,36,0,0,0,16,0,0,0,36,0
343,58,10217,39,0,0,0,39,0,0,0,23,0
344,130,10326,58,1,1,0,25,0,9,0,58,1
345,166,10351,56,1,1,0,21,0,6,0,56,1
346,166,10354,76,1,2,0,15,0,17,0,76,1
347,166,10354,76,1,2,0,15,0,17,0,76,1
348,166,10354,76,1,2,0,15,0,17,0,76,1
349,166,10354,76,1,2,0,15,0,17,0,76,1
350,166,10354,76,1,2,0,15,0,17,0,76,1
351,166,10354,76,1,2,0,15,0,17,0,76,1
352,166,10354,76,1,2,0,15,0,17,0,76,1
353,166,10354,76,1,2,0,15,0,17,0,76,1
354,166,10354,76,1,2,0,15,0,17,0,76,1
355,166,10354,76,1,2,0,15,0,17,0,76,1
356,121,10402,25,0,1,0,3,0,0,0,25,0
357,54,10403,40,0,1,0,30,0,1,0,40,0
358,75,10447,47,0,1,0,47,0,2,0,27,0
359,54,10467,42,0,1,0,31,0,1,0,42,0
360,122,10489,50,0,1,0,23,0,0,0,50,0
361,166,3057,62,1,1,0,18,0,13,0,62,1
362,22,3156,25,0,0,0,9,0,1,0,25,0
363,130,3193,34,0,1,0,34,0,0,0,10,0
364,159,3205,46,0,1,0,29,0,0,0,46,0
365,162,3281,39,0,1,0,39,0,0,0,12,0
366,17,3295,101,2,3,0,18,0,2,0,101,2
367,166,3410,60,1,1,0,22,0,3,0,60,1
368,166,3444,93,1,1,0,24,0,5,0,93,1
369,166,3497,28,0,1,0,28,0,8,0,25,0
370,166,3561,39,0,1,0,22,0,1,0,39,0
371,166,3624,44,0,1,0,27,0,10,0,44,0
372,77,3651,42,0,1,0,42,0,0,0,12,0
373,75,4308,62,1,1,0,32,0,4,0,62,1
374,164,4331,35,0,1,0,22,0,6,0,35,0
375,164,4338,27,0,1,0,25,0,3,0,27,0
376,107,4346,19,0,0,0,18,0,0,0,19,0
377,69,4347,175,3,1,0,51,1,1,0,175,3
378,146,4351,33,0,1,0,33,0,1,0,28,0
379,22,4360,37,0,1,0,3,0,3,0,37,0
380,109,4361,30,0,0,0,30,0,2,0,27,0
381,166,4368,61,1,1,0,10,0,16,0,61,1
382,1,4432,68,1,1,0,39,0,1,0,68,1
383,166,4447,57,1,2,0,21,0,11,0,57,1
384,166,4452,29,0,1,0,29,0,2,0,27,0
386,100,4568,35,0,1,0,22,0,1,0,35,0
387,58,4581,37,0,1,0,21,0,4,0,37,0
388,28,4590,76,1,3,0,8,0,1,0,76,1
389,33,4595,90,1,3,0,46,0,3,0,90,1
390,54,4596,34,0,1,0,26,0,9,0,34,0
391,166,3989,65,1,1,0,30,0,1,0,65,1
392,54,3998,29,0,0,0,28,0,2,0,29,0
393,166,4004,37,0,1,0,27,0,8,0,37,0
394,166,4003,72,1,1,0,29,0,3,0,72,1
395,22,4016,169,3,7,0,0,0,21,0,169,3
396,58,4047,36,0,1,0,25,0,3,0,36,0
397,166,4074,46,0,1,0,37,0,2,0,46,0
398,58,4117,29,0,0,0,29,0,2,0,26,0
399,74,4150,77,1,1,0,43,0,6,0,77,1
400,75,4228,53,1,1,0,38,0,2,0,53,1
401,109,4248,30,0,0,0,25,0,3,0,30,0
402,58,4251,31,0,0,0,30,0,1,0,31,0
403,64,4255,27,0,0,0,19,0,0,0,27,0
404,64,4255,27,0,0,0,19,0,0,0,27,0
405,64,4255,27,0,0,0,19,0,0,0,27,0
406,64,4255,27,0,0,0,19,0,0,0,27,0
407,64,4255,27,0,0,0,19,0,0,0,27,0
408,64,4255,27,0,0,0,19,0,0,0,27,0
409,58,4256,30,0,0,0,28,0,2,0,30,0
410,166,6566,25,0,0,0,24,0,2,0,25,0
411,166,6578,57,1,2,0,22,0,14,0,57,1
412,166,6578,57,1,2,0,22,0,14,0,57,1
413,166,6578,57,1,2,0,22,0,14,0,57,1
414,155,6590,66,1,1,0,28,0,1,0,66,1
415,109,6812,33,0,0,0,33,0,1,0,26,0
416,164,6824,37,0,1,0,12,0,13,0,37,0
417,122,6834,50,0,1,0,20,0,0,0,50,0
418,54,6846,46,0,1,0,26,0,2,0,46,0
419,41,6933,49,0,1,0,24,0,2,0,49,0
420,15,6991,31,0,0,0,31,0,2,0,31,0
421,15,7006,34,0,0,0,29,0,3,0,34,0
422,135,7059,176,3,2,0,21,0,3,0,176,3
423,123,7088,35,0,1,0,20,0,3,0,35,0
424,123,7089,32,0,1,0,32,0,1,0,28,0
425,122,7096,32,0,1,0,29,0,0,0,32,0
426,122,7096,32,0,1,0,29,0,0,0,32,0
427,122,7096,32,0,1,0,29,0,0,0,32,0
428,122,7096,32,0,1,0,29,0,0,0,32,0
429,87,7228,117,2,4,0,14,0,7,0,117,2
430,166,7243,56,1,1,0,25,0,2,0,56,1
431,69,7261,171,3,1,0,36,0,0,0,171,3
432,166,7269,53,1,1,0,18,0,14,0,53,1
433,166,7269,53,1,1,0,18,0,14,0,53,1
434,54,7292,40,0,1,0,26,0,3,0,40,0
435,17,7297,34,0,1,0,18,0,1,0,34,0
436,75,7316,69,1,1,0,22,0,6,0,69,1
437,43,7398,74,1,2,0,23,0,1,0,74,1
438,169,7428,118,2,1,0,17,0,4,0,118,2
439,58,4659,30,0,0,0,30,0,1,0,25,0
440,54,4687,35,0,0,0,28,0,2,0,35,0
441,58,4695,34,0,0,0,28,0,2,0,34,0
442,58,4695,34,0,0,0,28,0,2,0,34,0
443,166,4708,73,1,2,0,35,0,8,0,73,1
444,23,4739,40,0,1,0,40,0,1,0,24,0
445,116,4756,500,5,1,0,43,0,0,0,443,5
446,58,4782,28,0,0,0,27,0,2,0,28,0
447,166,4787,52,1,1,0,27,0,12,0,52,1
448,166,4806,70,1,2,0,20,0,20,0,70,1
449,53,4837,33,0,0,0,33,0,0,0,5,0
450,77,4839,59,1,1,0,59,1,1,0,23,0
451,58,4855,30,0,0,0,30,0,1,0,24,0
452,33,4861,169,3,4,0,169,3,3,0,150,3
453,166,4992,61,1,1,0,27,0,11,0,61,1
454,166,4992,61,1,1,0,27,0,11,0,61,1
455,143,4994,58,1,0,0,21,0,0,0,58,1
456,142,5037,18,0,0,0,18,0,0,0,6,0
457,120,5061,20,0,0,0,20,0,0,0,20,0
458,6,5081,31,0,0,0,31,0,0,0,30,0
459,33,5084,138,2,3,0,138,2,2,0,112,2
460,121,5110,39,0,1,0,19,0,1,0,39,0
461,173,5157,44,0,0,0,17,0,0,0,44,0
462,77,5180,74,1,1,0,74,1,1,0,35,0
463,69,5997,95,1,0,0,22,0,0,0,95,1
464,130,6004,40,0,1,0,30,0,8,0,40,0
465,162,6015,75,1,1,0,37,0,1,0,75,1
466,159,6051,64,1,1,0,41,0,0,0,64,1
467,166,6053,40,0,0,0,21,0,1,0,40,0
468,9,6154,59,1,1,0,30,0,3,0,59,1
469,38,6158,48,0,1,0,48,0,0,0,35,0
470,119,6180,104,2,0,0,22,0,0,0,104,2
471,130,6184,30,0,1,0,30,0,0,0,10,0
472,130,6184,30,0,1,0,30,0,0,0,10,0
473,130,6270,39,0,1,0,39,0,0,0,20,0
474,31,6283,59,1,2,0,6,0,0,0,59,1
475,130,6324,29,0,1,0,28,0,0,0,29,0
476,130,6330,34,0,1,0,34,0,1,0,24,0
477,130,6330,34,0,1,0,34,0,1,0,24,0
478,58,6351,36,0,1,0,26,0,2,0,36,0
479,58,6352,30,0,0,0,30,0,1,0,27,0
480,130,6382,48,0,1,0,33,0,1,0,48,0
481,77,6433,33,0,1,0,33,0,0,0,9,0
482,77,6433,33,0,1,0,33,0,0,0,9,0
483,100,6458,37,0,1,0,8,0,3,0,37,0
484,54,6466,60,1,1,0,30,0,6,0,60,1
485,66,6470,55,1,2,0,5,0,4,0,55,1
486,166,6496,58,1,2,0,14,0,19,0,58,1
487,58,5236,41,0,0,0,28,0,2,0,41,0
488,22,5240,31,0,1,0,15,0,1,0,31,0
489,22,5241,24,0,1,0,8,0,0,0,24,0
490,77,5250,78,1,1,0,78,1,3,0,51,1
491,146,5253,43,0,1,0,43,0,0,0,30,0
492,69,5264,150,3,1,0,30,0,0,0,150,3
493,164,5288,31,0,1,0,31,0,2,0,25,0
494,77,5336,116,2,2,0,116,2,0,0,64,1
495,146,5463,36,0,1,0,17,0,3,0,36,0
496,100,5561,95,1,2,0,9,0,9,0,95,1
497,100,5561,95,1,2,0,9,0,9,0,95,1
498,165,5638,171,3,6,0,10,0,3,0,171,3
499,53,5668,32,0,1,0,32,0,0,0,24,0
500,69,5685,59,1,1,0,32,0,0,0,59,1
501,130,5708,24,0,1,0,24,0,0,0,19,0
502,162,5709,78,1,1,0,36,0,1,0,78,1
503,27,5743,59,1,1,0,27,0,0,0,59,1
504,53,5759,30,0,1,0,30,0,2,0,14,0
505,69,5800,84,1,1,0,40,0,1,0,84,1
506,77,5890,75,1,1,0,75,1,1,0,34,0
507,166,5906,54,1,1,0,6,0,14,0,54,1
508,15,5911,39,0,1,0,23,0,5,0,39,0
509,166,5962,36,0,0,0,20,0,1,0,36,0
510,166,5972,53,1,1,0,31,0,6,0,53,1
511,166,5972,53,1,1,0,31,0,6,0,53,1
512,166,5972,53,1,1,0,31,0,6,0,53,1
513,69,5982,112,2,1,0,29,0,2,0,112,2
514,69,5983,130,2,0,0,31,0,0,0,130,2
515,75,7515,40,0,1,0,40,0,2,0,23,0
