,Country,City,AQI Value,AQI Category,CO AQI Value,CO AQI Category,Ozone AQI Value,Ozone AQI Category,NO2 AQI Value,NO2 AQI Category,PM2.5 AQI Value,PM2.5 AQI Category
9908,121,10782,22,0,0,0,18,0,1,0,22,0
9909,121,10782,22,0,0,0,18,0,1,0,22,0
9910,121,10782,22,0,0,0,18,0,1,0,22,0
9911,109,7806,35,0,1,0,27,0,3,0,35,0
9912,109,7806,35,0,1,0,27,0,3,0,35,0
9913,109,7806,35,0,1,0,27,0,3,0,35,0
9914,22,7874,26,0,1,0,8,0,0,0,26,0
9915,166,7888,61,1,2,0,25,0,8,0,61,1
9916,166,7926,42,0,1,0,42,0,1,0,21,0
9917,15,7977,39,0,1,0,31,0,3,0,39,0
9918,21,7980,21,0,0,0,18,0,0,0,21,0
9919,15,8009,32,0,1,0,32,0,2,0,31,0
9920,75,8049,41,0,1,0,41,0,1,0,23,0
9921,166,8050,37,0,1,0,27,0,3,0,37,0
9922,75,8058,46,0,1,0,46,0,1,0,38,0
9923,54,8078,43,0,1,0,37,0,0,0,43,0
9924,166,8730,67,1,1,0,46,0,5,0,67,1
9925,92,8781,25,0,0,0,25,0,0,0,21,0
9926,130,8829,39,0,1,0,39,0,1,0,19,0
9927,159,8957,40,0,1,0,37,0,0,0,40,0
9928,77,8987,48,0,1,0,32,0,1,0,48,0
9929,29,8990,56,1,1,0,20,0,4,0,56,1
9930,166,8994,71,1,1,0,28,0,9,0,71,1
9931,69,9610,134,2,1,0,41,0,0,0,134,2
9932,166,9657,89,1,1,0,9,0,14,0,89,1
9933,58,9908,38,0,1,0,38,0,1,0,26,0
9934,58,9908,38,0,1,0,38,0,1,0,26,0
9935,130,8408,47,0,1,0,45,0,1,0,47,0
9936,166,8460,51,1,2,0,16,0,8,0,51,1
9937,69,8477,94,1,1,0,39,0,2,0,94,1
9938,69,9334,179,3,3,0,97,1,3,0,179,3
9939,154,9338,110,2,1,0,45,0,0,0,110,2
9940,69,9437,365,5,2,0,110,2,1,0,307,5
9941,22,9481,22,0,0,0,5,0,1,0,22,0
9942,146,8155,39,0,1,0,21,0,5,0,39,0
9943,77,8254,47,0,1,0,34,0,4,0,47,0
9944,58,8276,36,0,0,0,36,0,1,0,27,0
9945,106,8290,48,0,1,0,27,0,0,0,48,0
9946,162,8293,52,1,1,0,43,0,0,0,52,1
9947,77,8326,59,1,1,0,52,1,3,0,59,1
9948,164,8329,62,1,0,0,33,0,0,0,62,1
9949,22,7462,59,1,2,0,4,0,5,0,59,1
9950,166,7496,70,1,1,0,45,0,4,0,70,1
9951,166,7496,70,1,1,0,45,0,4,0,70,1
9952,166,7529,47,0,1,0,42,0,4,0,47,0
9953,122,7554,62,1,0,0,25,0,0,0,62,1
9954,54,7609,42,0,1,0,37,0,0,0,42,0
9955,161,7629,73,1,3,0,33,0,1,0,73,1
9956,75,7636,50,0,1,0,44,0,0,0,50,0
9957,29,7666,50,0,1,0,32,0,0,0,50,0
9958,54,7783,33,0,1,0,27,0,1,0,33,0
9959,146,12450,33,0,1,0,28,0,2,0,33,0
9960,146,12450,33,0,1,0,28,0,2,0,33,0
9961,75,12453,32,0,1,0,32,0,2,0,26,0
9962,130,12457,38,0,0,0,38,0,0,0,17,0
9963,58,12458,35,0,1,0,35,0,1,0,25,0
9964,77,12464,37,0,1,0,37,0,0,0,24,0
9965,77,12483,59,1,1,0,51,1,3,0,59,1
9966,73,12494,54,1,1,0,39,0,0,0,54,1
9967,129,12621,61,1,1,0,33,0,1,0,61,1
9968,130,12677,57,1,1,0,26,0,8,0,57,1
9969,130,12691,33,0,1,0,33,0,0,0,27,0
9970,146,13690,33,0,0,0,33,0,1,0,24,0
9971,123,13862,35,0,1,0,31,0,1,0,35,0
9972,33,13329,92,1,2,0,92,1,2,0,77,1
9973,58,13336,34,0,1,0,34,0,2,0,26,0
9974,166,13357,128,2,4,0,4,0,32,0,128,2
9975,166,13402,47,0,1,0,47,0,2,0,34,0
9976,166,13402,47,0,1,0,47,0,2,0,34,0
9977,166,13402,47,0,1,0,47,0,2,0,34,0
9978,166,13486,40,0,1,0,32,0,8,0,40,0
9979,54,13524,33,0,1,0,31,0,1,0,33,0
9980,58,13529,31,0,1,0,31,0,2,0,27,0
9982,109,13576,37,0,1,0,29,0,4,0,37,0
9983,33,13611,89,1,2,0,85,1,3,0,89,1
9984,19,13045,12,0,0,0,10,0,0,0,12,0
9985,120,13048,35,0,1,0,15,0,0,0,35,0
9986,120,13048,35,0,1,0,15,0,0,0,35,0
9987,130,13131,39,0,1,0,39,0,0,0,25,0
9988,92,13132,25,0,0,0,25,0,0,0,20,0
9989,58,13169,31,0,1,0,31,0,3,0,29,0
9990,69,13224,108,2,0,0,30,0,0,0,108,2
9991,122,13227,30,0,1,0,20,0,0,0,30,0
9992,58,13231,33,0,1,0,33,0,2,0,27,0
9993,8,13249,27,0,0,0,27,0,0,0,20,0
9994,58,13251,30,0,1,0,30,0,3,0,29,0
9995,166,13261,56,1,1,0,20,0,6,0,56,1
9996,33,13301,86,1,3,0,86,1,2,0,81,1
9997,22,321,39,0,1,0,6,0,2,0,39,0
9998,166,322,59,1,2,0,27,0,12,0,59,1
9999,166,322,59,1,2,0,27,0,12,0,59,1
10000,166,322,59,1,2,0,27,0,12,0,59,1
10001,15,410,67,1,1,0,32,0,4,0,67,1
10002,22,419,11,0,1,0,11,0,0,0,11,0
10003,33,486,186,3,6,0,84,1,15,0,186,3
10004,69,554,38,0,1,0,29,0,0,0,38,0
10005,155,8685,63,1,1,0,29,0,1,0,63,1
10006,22,8802,14,0,0,0,11,0,1,0,14,0
10007,58,8919,69,1,1,0,38,0,5,0,69,1
10008,69,8927,160,3,3,0,134,2,1,0,160,3
10009,69,8927,160,3,3,0,134,2,1,0,160,3
10010,75,8930,82,1,1,0,45,0,2,0,82,1
10011,44,8944,38,0,1,0,38,0,1,0,32,0
10012,8,8137,17,0,0,0,14,0,7,0,17,0
10013,69,8203,66,1,1,0,38,0,0,0,66,1
10014,165,8207,50,0,1,0,15,0,0,0,50,0
10015,22,8244,59,1,1,0,4,0,4,0,59,1
10017,159,8449,88,1,1,0,45,0,0,0,88,1
10018,166,8525,65,1,2,0,21,0,16,0,65,1
10019,166,8525,65,1,2,0,21,0,16,0,65,1
10020,166,8553,57,1,1,0,25,0,8,0,57,1
10021,164,8569,32,0,1,0,32,0,1,0,13,0
10022,69,8571,61,1,1,0,33,0,1,0,61,1
10023,166,7523,90,1,2,0,22,0,12,0,90,1
10024,146,7532,36,0,1,0,31,0,2,0,36,0
10025,165,7543,44,0,0,0,23,0,0,0,44,0
10026,111,7576,25,0,1,0,15,0,1,0,25,0
10027,129,7584,42,0,1,0,42,0,0,0,37,0
10028,22,7664,32,0,1,0,8,0,1,0,32,0
10029,166,7755,66,1,2,0,23,0,11,0,66,1
10030,136,8813,61,1,1,0,47,0,1,0,61,1
10031,166,8978,58,1,1,0,19,0,11,0,58,1
10032,44,7807,38,0,1,0,37,0,1,0,38,0
10033,29,7994,39,0,1,0,39,0,0,0,26,0
10034,166,4314,50,0,1,0,19,0,11,0,50,0
10035,166,4314,50,0,1,0,19,0,11,0,50,0
10036,166,4314,50,0,1,0,19,0,11,0,50,0
10037,58,4348,38,0,0,0,32,0,2,0,38,0
10038,166,4468,43,0,1,0,43,0,3,0,31,0
10039,166,4518,47,0,1,0,31,0,7,0,47,0
10040,166,1785,48,0,1,0,24,0,8,0,48,0
10041,166,1785,48,0,1,0,24,0,8,0,48,0
10042,166,1785,48,0,1,0,24,0,8,0,48,0
10043,123,1821,73,1,1,0,36,0,2,0,73,1
10044,29,1833,63,1,1,0,22,0,2,0,63,1
10045,29,1833,63,1,1,0,22,0,2,0,63,1
10046,4,1962,49,0,2,0,49,0,0,0,41,0
10047,146,1968,32,0,1,0,32,0,2,0,32,0
10048,22,1976,35,0,0,0,11,0,1,0,35,0
10049,22,1976,35,0,0,0,11,0,1,0,35,0
10050,122,2124,44,0,1,0,17,0,0,0,44,0
10051,166,2205,54,1,0,0,23,0,0,0,54,1
10052,22,2213,44,0,1,0,9,0,5,0,44,0
10053,73,2288,41,0,1,0,30,0,0,0,41,0
10054,116,2392,171,3,3,0,157,3,0,0,171,3
10055,105,1186,28,0,1,0,21,0,0,0,28,0
10056,164,1275,33,0,1,0,33,0,3,0,16,0
10057,75,1373,52,1,1,0,46,0,0,0,52,1
10058,69,1406,125,2,1,0,32,0,1,0,125,2
10059,53,6640,31,0,1,0,31,0,0,0,19,0
10060,53,6642,34,0,1,0,34,0,0,0,15,0
10061,166,6662,46,0,1,0,20,0,4,0,46,0
10062,166,6662,46,0,1,0,20,0,4,0,46,0
10063,166,6741,33,0,1,0,33,0,4,0,26,0
10064,33,6757,97,1,3,0,21,0,11,0,97,1
10065,105,6853,27,0,0,0,22,0,0,0,27,0
10066,58,6854,65,1,1,0,40,0,4,0,65,1
10067,166,3103,74,1,2,0,13,0,16,0,74,1
10068,24,3227,36,0,1,0,18,0,0,0,36,0
10069,111,3269,42,0,1,0,18,0,1,0,42,0
10070,28,947,52,1,4,0,10,0,1,0,52,1
10071,146,1009,55,1,2,0,15,0,2,0,55,1
10072,166,9026,55,1,2,0,24,0,13,0,55,1
10073,166,9026,55,1,2,0,24,0,13,0,55,1
10074,130,9042,55,1,1,0,26,0,2,0,55,1
10075,31,9268,78,1,1,0,14,0,0,0,78,1
10076,166,9293,61,1,1,0,24,0,7,0,61,1
10077,46,3099,61,1,1,0,16,0,4,0,61,1
10078,118,3102,57,1,1,0,18,0,3,0,57,1
10079,58,3170,64,1,1,0,27,0,3,0,64,1
10080,58,3240,51,1,1,0,26,0,3,0,51,1
10081,164,3314,30,0,0,0,30,0,4,0,26,0
10082,44,0,45,0,1,0,38,0,2,0,45,0
10083,100,73,67,1,1,0,18,0,3,0,67,1
10084,100,73,67,1,1,0,18,0,3,0,67,1
10085,166,97,84,1,2,0,16,0,16,0,84,1
10086,34,127,82,1,3,0,1,0,6,0,82,1
10087,77,161,60,1,1,0,43,0,2,0,60,1
10088,109,209,43,0,1,0,32,0,5,0,43,0
10089,54,270,30,0,1,0,30,0,6,0,27,0
10090,166,1434,86,1,2,0,18,0,18,0,86,1
10091,166,1434,86,1,2,0,18,0,18,0,86,1
10092,166,1434,86,1,2,0,18,0,18,0,86,1
10093,166,1498,70,1,2,0,20,0,17,0,70,1
10094,24,1668,48,0,1,0,19,0,1,0,48,0
10095,130,1717,44,0,1,0,33,0,0,0,44,0
10096,166,1770,71,1,3,0,8,0,16,0,71,1
10097,166,1770,71,1,3,0,8,0,16,0,71,1
10098,166,1770,71,1,3,0,8,0,16,0,71,1
10099,166,1770,71,1,3,0,8,0,16,0,71,1
10100,166,1770,71,1,3,0,8,0,16,0,71,1
10101,166,1770,71,1,3,0,8,0,16,0,71,1
10102,162,1777,43,0,1,0,29,0,1,0,43,0
10103,75,2733,55,1,1,0,43,0,1,0,55,1
10104,166,4038,51,1,2,0,26,0,12,0,51,1
10105,166,4038,51,1,2,0,26,0,12,0,51,1
10106,58,4051,50,0,1,0,27,0,4,0,50,0
10107,22,4148,38,0,0,0,16,0,3,0,38,0
10108,122,4241,95,1,1,0,31,0,1,0,95,1
10109,166,5026,28,0,1,0,27,0,5,0,28,0
10110,100,5107,58,1,1,0,25,0,1,0,58,1
10111,69,5113,50,0,0,0,23,0,0,0,50,0
10112,166,2837,34,0,1,0,27,0,2,0,34,0
10113,166,2947,77,1,2,0,12,0,19,0,77,1
10114,166,2948,59,1,2,0,35,0,6,0,59,1
10115,166,2961,77,1,2,0,9,0,25,0,77,1
10116,75,3019,61,1,1,0,43,0,0,0,61,1
10117,146,5227,59,1,1,0,22,0,5,0,59,1
10118,75,5266,66,1,1,0,35,0,2,0,66,1
10119,77,5337,33,0,1,0,33,0,2,0,17,0
10120,58,5359,51,1,1,0,20,0,8,0,51,1
10121,22,5383,41,0,1,0,8,0,1,0,41,0
10122,70,5528,46,0,1,0,27,0,0,0,46,0
10123,33,5551,130,2,3,0,34,0,11,0,130,2
10124,33,5580,86,1,2,0,84,1,1,0,86,1
10125,22,5626,25,0,0,0,7,0,0,0,25,0
10126,130,5724,58,1,1,0,25,0,5,0,58,1
10127,166,3988,69,1,2,0,32,0,13,0,69,1
10128,166,4145,30,0,1,0,27,0,1,0,30,0
10129,159,4298,37,0,1,0,37,0,0,0,23,0
10130,122,4960,33,0,1,0,18,0,0,0,33,0
10131,166,5117,55,1,1,0,29,0,6,0,55,1
10132,166,5117,55,1,1,0,29,0,6,0,55,1
10133,166,5117,55,1,1,0,29,0,6,0,55,1
10134,166,5117,55,1,1,0,29,0,6,0,55,1
10135,166,5117,55,1,1,0,29,0,6,0,55,1
10136,16,3067,22,0,1,0,22,0,0,0,19,0
10137,65,3194,74,1,2,0,24,0,3,0,74,1
10138,20,3285,74,1,1,0,34,0,1,0,74,1
10139,130,4210,41,0,1,0,41,0,0,0,17,0
10140,54,4252,31,0,1,0,28,0,2,0,31,0
10141,54,3358,38,0,1,0,26,0,3,0,38,0
10142,166,3407,51,1,1,0,37,0,2,0,51,1
10143,166,3407,51,1,1,0,37,0,2,0,51,1
10144,164,3411,24,0,1,0,24,0,4,0,23,0
10145,166,3484,64,1,2,0,13,0,17,0,64,1
10148,29,3529,49,0,1,0,12,0,11,0,49,0
10149,29,3529,49,0,1,0,12,0,11,0,49,0
10150,61,3585,96,1,3,0,7,0,12,0,96,1
10151,130,3600,41,0,1,0,32,0,6,0,41,0
10152,58,3705,31,0,0,0,28,0,2,0,31,0
10153,54,3914,30,0,1,0,30,0,2,0,22,0
10154,34,3945,82,1,1,0,9,0,2,0,82,1
10155,166,10784,116,2,3,0,8,0,28,0,116,2
10156,75,10847,39,0,1,0,39,0,1,0,34,0
10157,122,10899,30,0,1,0,30,0,0,0,27,0
10158,122,10899,30,0,1,0,30,0,0,0,27,0
10159,122,10899,30,0,1,0,30,0,0,0,27,0
10160,122,10899,30,0,1,0,30,0,0,0,27,0
10161,122,10899,30,0,1,0,30,0,0,0,27,0
10162,15,10541,51,1,1,0,28,0,6,0,51,1
10163,69,10593,115,2,3,0,57,1,2,0,115,2
10164,155,10645,58,1,1,0,28,0,0,0,58,1
10165,130,11535,47,0,1,0,26,0,2,0,47,0
10166,75,11555,68,1,1,0,30,0,4,0,68,1
10167,166,11669,67,1,1,0,33,0,2,0,67,1
10168,122,8122,53,1,1,0,25,0,1,0,53,1
10169,122,8122,53,1,1,0,25,0,1,0,53,1
10170,34,8144,95,1,3,0,7,0,10,0,95,1
10171,34,8144,95,1,3,0,7,0,10,0,95,1
10172,69,8231,157,3,1,0,34,0,0,0,157,3
10173,77,8236,42,0,1,0,42,0,0,0,29,0
10174,43,8259,184,3,9,0,31,0,3,0,184,3
10175,32,8307,42,0,1,0,15,0,4,0,42,0
10176,155,8361,38,0,0,0,23,0,0,0,38,0
10177,46,8390,59,1,1,0,14,0,5,0,59,1
10179,136,8468,78,1,1,0,36,0,3,0,78,1
10180,77,8483,35,0,1,0,35,0,0,0,32,0
10181,69,8493,154,3,2,0,32,0,2,0,154,3
10182,58,8510,29,0,0,0,27,0,1,0,29,0
10183,58,8510,29,0,0,0,27,0,1,0,29,0
10184,58,8510,29,0,0,0,27,0,1,0,29,0
10185,29,8539,49,0,1,0,49,0,0,0,47,0
10186,22,8788,35,0,0,0,21,0,1,0,35,0
10187,146,9008,36,0,0,0,28,0,2,0,36,0
10188,69,11890,154,3,0,0,39,0,0,0,154,3
10189,162,11921,61,1,1,0,26,0,2,0,61,1
10190,128,11925,51,1,1,0,41,0,0,0,51,1
10191,23,11928,31,0,1,0,29,0,3,0,31,0
10192,83,12034,62,1,0,0,42,0,0,0,62,1
10193,83,12034,62,1,0,0,42,0,0,0,62,1
10194,69,12070,117,2,2,0,117,2,0,0,98,1
10195,79,12101,68,1,1,0,51,1,0,0,68,1
10196,166,12321,85,1,2,0,8,0,9,0,85,1
10197,21,7614,30,0,0,0,14,0,0,0,30,0
10198,58,7720,50,0,1,0,24,0,3,0,50,0
10199,166,7811,56,1,2,0,44,0,3,0,56,1
10200,14,7887,35,0,1,0,27,0,3,0,35,0
10201,69,7907,51,1,2,0,40,0,0,0,51,1
10202,130,7908,27,0,1,0,27,0,0,0,10,0
10203,130,7908,27,0,1,0,27,0,0,0,10,0
10204,88,8007,60,1,1,0,17,0,0,0,60,1
10205,88,8007,60,1,1,0,17,0,0,0,60,1
10206,75,8031,39,0,1,0,39,0,1,0,18,0
10207,54,8079,30,0,1,0,28,0,2,0,30,0
10208,128,13075,46,0,1,0,41,0,0,0,46,0
10209,109,13133,36,0,0,0,36,0,1,0,28,0
10210,166,13218,58,1,1,0,27,0,9,0,58,1
10211,166,13267,38,0,1,0,38,0,2,0,30,0
10212,15,12475,38,0,1,0,26,0,3,0,38,0
10213,166,12549,80,1,1,0,18,0,9,0,80,1
10214,123,12552,61,1,1,0,33,0,4,0,61,1
10215,77,12566,39,0,1,0,39,0,0,0,28,0
10216,34,12599,20,0,1,0,20,0,0,0,18,0
10217,34,12618,94,1,1,0,22,0,1,0,94,1
10218,166,12654,48,0,1,0,23,0,3,0,48,0
10219,34,12758,72,1,2,0,3,0,6,0,72,1
10220,34,12846,65,1,1,0,18,0,0,0,65,1
10221,122,12847,51,1,1,0,22,0,0,0,51,1
10222,75,12854,61,1,1,0,23,0,4,0,61,1
10223,75,12932,44,0,1,0,44,0,1,0,34,0
10224,130,12952,37,0,1,0,26,0,1,0,37,0
10225,166,12394,50,0,1,0,32,0,5,0,50,0
10226,166,6639,99,1,2,0,18,0,8,0,99,1
10227,22,6645,44,0,1,0,15,0,2,0,44,0
10228,166,6714,70,1,2,0,26,0,10,0,70,1
10229,75,6849,54,1,1,0,46,0,0,0,54,1
10230,69,6877,159,3,1,0,39,0,0,0,159,3
10231,29,6901,36,0,1,0,36,0,1,0,36,0
10232,8,6932,23,0,0,0,23,0,1,0,13,0
10233,130,6977,35,0,1,0,35,0,0,0,18,0
10234,166,6982,57,1,2,0,3,0,9,0,57,1
10235,166,6982,57,1,2,0,3,0,9,0,57,1
10236,54,7015,53,1,1,0,18,0,6,0,53,1
10237,54,7027,38,0,1,0,23,0,3,0,38,0
10238,162,7079,58,1,1,0,37,0,1,0,58,1
10239,172,7124,42,0,1,0,21,0,0,0,42,0
10240,69,7282,425,5,1,0,93,1,1,0,379,5
10242,166,7378,97,1,3,0,14,0,33,0,97,1
10243,69,7389,67,1,1,0,24,0,1,0,67,1
10244,166,7412,61,1,1,0,45,0,4,0,61,1
10245,166,7423,62,1,1,0,45,0,4,0,62,1
10246,22,7443,27,0,1,0,11,0,1,0,27,0
10247,22,7443,27,0,1,0,11,0,1,0,27,0
10248,71,6013,152,3,2,0,129,2,1,0,152,3
10249,94,6147,57,1,1,0,34,0,1,0,57,1
10250,38,6229,47,0,1,0,33,0,1,0,47,0
10251,77,6239,43,0,1,0,43,0,1,0,26,0
10252,15,6251,39,0,1,0,25,0,3,0,39,0
10253,38,5815,31,0,1,0,31,0,1,0,28,0
10254,168,5823,154,3,1,0,41,0,0,0,154,3
10255,69,6377,199,3,1,0,56,1,1,0,199,3
10256,59,6391,79,1,1,0,18,0,0,0,79,1
10257,130,6425,64,1,1,0,34,0,1,0,64,1
10258,34,6463,96,1,3,0,2,0,6,0,96,1
10259,166,6521,30,0,1,0,30,0,3,0,21,0
10260,166,6521,30,0,1,0,30,0,3,0,21,0
10261,100,12168,82,1,1,0,30,0,1,0,82,1
10262,24,12209,54,1,1,0,27,0,0,0,54,1
10263,166,12286,26,0,0,0,26,0,0,0,17,0
10264,129,12355,54,1,1,0,45,0,0,0,54,1
10265,77,12380,83,1,1,0,28,0,18,0,83,1
10266,123,12551,42,0,1,0,42,0,0,0,22,0
10267,130,12559,38,0,1,0,32,0,2,0,38,0
10268,166,12732,44,0,1,0,32,0,4,0,44,0
10269,109,12908,37,0,0,0,37,0,0,0,33,0
10270,94,11871,150,3,3,0,23,0,10,0,150,3
10271,67,11959,63,1,1,0,63,1,0,0,57,1
10272,155,12006,72,1,2,0,27,0,3,0,72,1
10273,77,12010,80,1,3,0,2,0,21,0,80,1
10274,77,12050,80,1,2,0,27,0,14,0,80,1
10275,77,12050,80,1,2,0,27,0,14,0,80,1
10276,8,12067,23,0,0,0,23,0,1,0,12,0
10277,8,12067,23,0,0,0,23,0,1,0,12,0
10278,54,12102,33,0,1,0,33,0,0,0,15,0
10279,58,12132,50,0,1,0,47,0,0,0,50,0
10280,166,11744,52,1,1,0,33,0,1,0,52,1
10281,166,11766,53,1,1,0,39,0,4,0,53,1
10282,29,11852,36,0,1,0,36,0,1,0,9,0
10283,32,13029,193,3,13,0,5,0,25,0,193,3
10284,54,13080,52,1,1,0,36,0,1,0,52,1
10285,69,13098,129,2,3,0,39,0,7,0,129,2
10286,80,13111,22,0,0,0,22,0,0,0,14,0
10287,130,13122,29,0,1,0,29,0,0,0,9,0
10288,59,13164,42,0,1,0,22,0,0,0,42,0
10289,166,13248,78,1,2,0,78,1,1,0,33,0
10290,166,13248,78,1,2,0,78,1,1,0,33,0
10291,166,13248,78,1,2,0,78,1,1,0,33,0
10292,33,13300,165,3,6,0,82,1,16,0,165,3
10293,116,10957,168,3,4,0,71,1,7,0,168,3
10294,75,10969,68,1,1,0,68,1,0,0,37,0
10295,58,11067,52,1,1,0,39,0,1,0,52,1
10296,58,11076,42,0,1,0,42,0,0,0,24,0
10297,58,11077,53,1,1,0,44,0,0,0,53,1
10298,166,11094,60,1,1,0,46,0,5,0,60,1
10299,166,11094,60,1,1,0,46,0,5,0,60,1
10300,75,11125,67,1,1,0,67,1,1,0,28,0
10301,75,11167,72,1,1,0,72,1,0,0,36,0
10302,172,11186,27,0,0,0,27,0,0,0,20,0
10303,69,11291,55,1,1,0,14,0,3,0,55,1
10304,106,11326,58,1,1,0,11,0,2,0,58,1
10305,122,11376,72,1,2,0,29,0,3,0,72,1
10306,166,11423,40,0,1,0,37,0,2,0,40,0
10307,69,11438,76,1,2,0,19,0,4,0,76,1
10308,69,11515,181,3,6,0,53,1,15,0,181,3
10309,61,10790,56,1,2,0,18,0,3,0,56,1
10310,122,10837,70,1,1,0,25,0,6,0,70,1
10311,122,10837,70,1,1,0,25,0,6,0,70,1
10312,71,10857,78,1,1,0,38,0,0,0,78,1
10313,69,10871,153,3,2,0,29,0,5,0,153,3
10314,166,4316,50,0,1,0,50,0,0,0,31,0
10315,166,4316,50,0,1,0,50,0,0,0,31,0
10316,166,4316,50,0,1,0,50,0,0,0,31,0
10317,33,4381,141,2,4,0,76,1,6,0,141,2
10318,54,4456,52,1,1,0,39,0,1,0,52,1
10319,54,4492,50,0,2,0,50,0,1,0,40,0
10320,66,4541,37,0,1,0,21,0,0,0,37,0
10321,166,4704,48,0,1,0,48,0,1,0,35,0
10322,166,4722,44,0,1,0,42,0,1,0,44,0
10323,77,4776,55,1,1,0,47,0,4,0,55,1
10324,58,4867,64,1,1,0,53,1,0,0,64,1
10325,166,4891,46,0,1,0,46,0,1,0,37,0
10326,164,4913,38,0,1,0,37,0,1,0,38,0
10327,166,4916,34,0,1,0,34,0,1,0,29,0
10328,58,4939,43,0,1,0,43,0,0,0,37,0
10329,166,5022,35,0,1,0,35,0,1,0,31,0
10330,166,5049,54,1,1,0,30,0,2,0,54,1
10331,114,5064,48,0,1,0,48,0,0,0,17,0
10332,77,5324,39,0,1,0,34,0,6,0,39,0
10333,22,5495,131,2,3,0,24,0,7,0,131,2
10334,22,5499,67,1,1,0,28,0,2,0,67,1
10335,45,5500,110,2,1,0,38,0,0,0,110,2
10336,22,5502,36,0,1,0,11,0,0,0,36,0
10337,22,5502,36,0,1,0,11,0,0,0,36,0
10338,166,5511,82,1,1,0,82,1,1,0,14,0
10339,33,5555,151,3,4,0,21,0,22,0,151,3
10340,43,5642,160,3,4,0,70,1,3,0,160,3
10341,69,5715,64,1,1,0,18,0,3,0,64,1
10342,43,5719,77,1,1,0,30,0,1,0,77,1
10343,77,5859,65,1,1,0,22,0,12,0,65,1
10344,58,5932,51,1,1,0,38,0,1,0,51,1
10345,162,6022,59,1,1,0,47,0,0,0,59,1
10346,130,6091,126,2,2,0,21,0,1,0,126,2
10347,108,6107,151,3,4,0,14,0,4,0,151,3
10349,58,6123,66,1,1,0,59,1,0,0,66,1
10350,168,6133,68,1,1,0,34,0,4,0,68,1
10351,130,6195,28,0,1,0,28,0,2,0,14,0
10352,15,6224,49,0,1,0,37,0,2,0,49,0
10353,141,6307,72,1,1,0,44,0,0,0,72,1
10354,58,6343,63,1,1,0,63,1,0,0,59,1
10355,77,6432,42,0,1,0,42,0,2,0,36,0
10356,54,6473,49,0,1,0,49,0,4,0,39,0
10357,166,6488,55,1,1,0,27,0,10,0,55,1
10358,166,6488,55,1,1,0,27,0,10,0,55,1
10359,67,6558,64,1,1,0,64,1,0,0,57,1
10360,121,6591,39,0,1,0,6,0,0,0,39,0
10361,166,6631,60,1,1,0,36,0,4,0,60,1
10362,166,6631,60,1,1,0,36,0,4,0,60,1
10363,166,6631,60,1,1,0,36,0,4,0,60,1
10364,166,6631,60,1,1,0,36,0,4,0,60,1
10365,33,6634,152,3,3,0,24,0,18,0,152,3
10366,100,6660,47,0,1,0,24,0,0,0,47,0
10367,100,6660,47,0,1,0,24,0,0,0,47,0
10368,46,6664,21,0,0,0,7,0,0,0,21,0
10369,54,6702,51,1,1,0,41,0,0,0,51,1
10370,33,6770,184,3,11,0,3,0,29,0,184,3
10371,33,6799,180,3,9,0,9,0,27,0,180,3
10372,15,6860,52,1,1,0,38,0,2,0,52,1
10373,166,6893,50,0,1,0,27,0,6,0,50,0
10374,166,6897,48,0,1,0,48,0,1,0,38,0
10375,166,6935,57,1,1,0,29,0,1,0,57,1
10376,166,6951,62,1,1,0,33,0,2,0,62,1
10377,146,6959,42,0,1,0,42,0,0,0,18,0
10378,146,6959,42,0,1,0,42,0,0,0,18,0
10379,4,7018,28,0,0,0,28,0,0,0,16,0
10380,123,7090,53,1,1,0,44,0,0,0,53,1
10381,166,7100,50,0,1,0,44,0,1,0,50,0
10382,166,7100,50,0,1,0,44,0,1,0,50,0
10383,130,7118,42,0,1,0,32,0,1,0,42,0
10384,46,7190,36,0,1,0,19,0,1,0,36,0
10385,166,7473,67,1,1,0,67,1,3,0,29,0
10386,166,7473,67,1,1,0,67,1,3,0,29,0
10387,54,7616,72,1,1,0,40,0,2,0,72,1
10388,28,7697,57,1,1,0,19,0,0,0,57,1
10389,4,7725,32,0,0,0,32,0,0,0,8,0
10390,19,7877,27,0,0,0,11,0,0,0,27,0
10391,116,7878,163,3,4,0,41,0,6,0,163,3
10392,166,7920,50,0,1,0,31,0,6,0,50,0
10393,58,7929,55,1,1,0,46,0,0,0,55,1
10394,146,7968,41,0,1,0,41,0,0,0,21,0
10395,54,7970,40,0,1,0,40,0,0,0,39,0
10396,166,8233,49,0,1,0,40,0,2,0,49,0
10397,77,8335,55,1,1,0,55,1,2,0,50,0
10398,80,8382,72,1,2,0,16,0,1,0,72,1
10399,22,8421,29,0,0,0,23,0,0,0,29,0
10400,73,8435,38,0,1,0,38,0,0,0,35,0
10401,109,8461,38,0,1,0,38,0,1,0,38,0
10402,58,8506,44,0,1,0,44,0,0,0,23,0
10403,166,8534,59,1,2,0,38,0,8,0,59,1
10404,77,8662,40,0,1,0,31,0,4,0,40,0
10405,166,8709,60,1,1,0,46,0,5,0,60,1
10406,166,8724,49,0,1,0,40,0,1,0,49,0
10407,166,8766,42,0,1,0,41,0,3,0,42,0
10408,166,8766,42,0,1,0,41,0,3,0,42,0
10409,75,8806,90,1,1,0,67,1,0,0,90,1
10410,39,8858,33,0,1,0,33,0,0,0,26,0
10411,168,8868,69,1,1,0,28,0,3,0,69,1
